dataset,file_id,file_path,channel,segment_index,start_sample,end_sample,segment_length,segment_duration,sampling_rate,rpm,label,label_code,load_hp,fault_size_inch,fault_size_mm,selection_score,time_mean,time_std,time_var,time_rms,time_abs_mean,time_peak,time_peak_to_peak,time_skewness,time_kurtosis,time_mean_crossing_rate,time_shape_factor,time_crest_factor,time_impulse_factor,time_clearance_factor,time_squared_mean,time_absolute_deviation,time_variance_ratio,time_signal_to_noise_ratio,freq_centroid,freq_spread,freq_skewness,freq_kurtosis,freq_peak_frequency,freq_median_frequency,freq_spectral_entropy,freq_spectral_rms,freq_spectral_peak,freq_spectral_crest_factor,freq_total_energy,env_env_mean,env_env_std,env_env_var,env_env_rms,env_env_abs_mean,env_env_peak,env_env_peak_to_peak,env_env_skewness,env_env_kurtosis,env_env_mean_crossing_rate,env_env_shape_factor,env_env_crest_factor,env_env_impulse_factor,env_env_clearance_factor,env_env_squared_mean,env_env_absolute_deviation,env_env_variance_ratio,env_env_signal_to_noise_ratio,env_env_peak_frequency,env_env_bandwidth,env_env_spectral_entropy,fault_ftf_band_energy,fault_ftf_band_ratio,fault_bpfo_band_energy,fault_bpfo_band_ratio,fault_bpfi_band_energy,fault_bpfi_band_ratio,fault_bsf_band_energy,fault_bsf_band_ratio
target,A,targetData/A.mat,SENSOR,0,0,32000,32000,1.0,32000.0,600.0,,,,,,,0.024976537893793144,3.401648516191155,11.571212627705485,3.40174020982653,2.700580109418289,15.144878309250744,29.355344016796877,0.036398088251889976,3.153530876007167,0.29079033719803743,1.2596331425099894,4.452097272302593,5.608009277870666,6.625098998706035,11.571836455150645,2.7005832313590674,0.9999460908864743,1.2596316863430297,4129.852037953575,2721.906254446351,0.7590788219079606,2.9901002022755105,1326.0,3312.0,8.357731061958415,502800.36048888776,40704972.47413346,80.9565300123389,2220053191.1427093,4.238998646792495,2.274629509195848,5.173939404104546,4.810722287932776,4.238998646792495,19.690244224187147,19.68593813590262,0.7467582182523699,3.6565820433222544,0.2275071095971749,1.134872333958607,4.092991248648501,4.645022531225878,5.0238565531739265,23.143048931613155,1.8172871125783998,0.2235634301855967,2.6471999138910065,27.0,3986.712192218261,8.554638864535647,68435.47249464599,3.082605082062055e-05,1115829.5597260199,0.0005026138851887952,1677101.7875728693,0.0007554331555045439,387067.5860526285,0.0001743505910565127
target,A,targetData/A.mat,SENSOR,1,16000,48000,32000,1.0,32000.0,600.0,,,,,,,0.019899051558284506,3.3709493714248135,11.363299664709345,3.3710081039597433,2.6692359518476216,15.096655287375745,29.5007139984375,0.02877306533410255,3.2390847326843497,0.29160286258945595,1.2629112468031765,4.47838000437985,5.655796474989771,6.690513178764261,11.363695636962264,2.6692576548665903,0.9999651546234984,1.262900978410129,4153.380642726023,2750.9770463986706,0.7727140063164631,3.0449070463728014,1326.0,3319.0,8.354042934054357,541654.736046757,49531894.9767224,91.44551257546225,2129392337.10715,4.196568571464442,2.2618148566198797,5.115806445626407,4.767283736115307,4.196568571464442,16.965735011722963,16.93937010715041,0.7762238670337975,3.703711553729627,0.23025719553736054,1.135995672400441,3.558784404460001,4.042763682472742,4.374542285857118,22.726994220629525,1.7942795120596602,0.22509824202721612,2.6569348332149905,3.0,4010.229779259791,8.53398796378028,74663.89190862999,3.506347355887612e-05,1166688.0601311685,0.0005478971816514343,2541267.234298144,0.0011934236777382883,373358.1706260949,0.00017533554719808672
target,A,targetData/A.mat,SENSOR,2,32000,64000,32000,1.0,32000.0,600.0,,,,,,,0.017918580619130934,3.39308315028701,11.51301326476162,3.393130463199584,2.694461585866563,15.635659703391369,30.039718414453127,0.03127231765092197,3.198523721251482,0.2896965530172818,1.2592981399318495,4.608033753187191,5.802888334131808,6.8570881341721135,11.513334340293023,2.6945228603898705,0.999972112724089,1.2592695029904595,4078.4444557587085,2708.3921319811743,0.7886697271504189,3.007713868581252,1326.0,3177.0,8.330463849123648,546987.2557904657,42123408.73145076,77.00985404235261,2238365404.883218,4.228562202900192,2.268393549240982,5.145609294238099,4.7985776640619475,4.228562202900192,20.77680306122367,20.75586589589629,0.789340964210075,3.851610611819727,0.22819463108222132,1.1348012477552787,4.329783639187016,4.913443876259818,5.312528612351977,23.026347598034217,1.7961212376006859,0.22346615208212114,2.671633497565028,166.0,3951.2245962336983,8.510361745129336,12455.80119990333,5.564686253964502e-06,906822.8911998983,0.00040512728137308306,2232027.920787448,0.0009971686999441897,392744.28227773274,0.0001754603075176742
target,A,targetData/A.mat,SENSOR,3,48000,80000,32000,1.0,32000.0,600.0,,,,,,,0.004059475758647498,3.463190307574544,11.993687106478264,3.463192686787973,2.7567372446250076,15.635659703391369,30.484379534765623,0.00380663789632129,3.130739849553578,0.29085283915122345,1.2562650624539529,4.514810788045716,5.6717990566120315,6.692984671191056,11.993703585821699,2.7567576515742584,0.9999986260004412,1.2562557629287079,4088.267805280353,2737.468692739024,0.780383525685778,2.990203037166961,1326.0,3197.0,8.268080499479101,625149.7239828613,49463624.01859403,79.1228438900344,2312531469.153703,4.320286644919797,2.3070567525679966,5.322510859569591,4.89769206400749,4.320286644919797,20.786829945743705,20.780198948372227,0.7691379387590528,3.8323023480085414,0.2286321447545236,1.133649793762333,4.244209246739591,4.811446937250525,5.2001638504799494,23.987387553841945,1.8308228362589059,0.22188789202753803,2.675131622246645,63.0,3986.749119167566,8.529644368748171,17992.584076389132,7.780471019048973e-06,1100696.3086576401,0.0004759703049837641,2463648.967269498,0.0010653472180299011,352138.3110754672,0.0001522739542239986
target,A,targetData/A.mat,SENSOR,4,64000,96000,32000,1.0,32000.0,600.0,,,,,,,-0.00013656060982518558,3.49586340138014,12.221060921109125,3.4958634040474075,2.7821638257904984,15.369451800656995,30.21817163203125,-0.023417499674868253,3.0732771699701398,0.29132160380011873,1.2565267981852668,4.39646806075509,5.524279935704383,6.525123070338144,12.221060939757926,2.782163859930651,0.999999998474044,1.2565267827663273,4168.46170399212,2728.267771206297,0.724303219078453,2.8663267365385945,1326.0,3311.0,8.303718209541206,596771.0019845554,51682746.83601645,86.60398488556925,2277462605.7159758,4.366244721594609,2.3190577254353815,5.378028733901525,4.943897420330877,4.366244721594609,18.250003587648983,18.2401200976302,0.7236980037744057,3.635366685511209,0.23394481077533674,1.1322996615098804,3.6914203584805723,4.179794022398233,4.51629580695747,24.442121702754303,1.846128060567283,0.22003117402428662,2.677981839901022,4.0,4040.6997298719516,8.551568078221054,8570.84093320139,3.763328939711367e-06,1202937.1619778606,0.0005281918390048332,2112741.491084626,0.0009276734053863572,353604.70024276635,0.00015526257131743426
target,A,targetData/A.mat,SENSOR,5,80000,112000,32000,1.0,32000.0,600.0,,,,,,,0.0115197097774771,3.4846851708836355,12.143030740176313,3.484704211821955,2.769906707135154,15.369451800656995,28.580691636328126,-0.01653688591755381,3.052970742777843,0.2947904622019438,1.2580583320172896,4.410547026779406,5.548725435793914,6.563946626812914,12.143163443889671,2.7698868145188573,0.9999890717345631,1.2580673670693887,4293.916809164529,2726.9444187289446,0.6371261492005155,2.7796348015383465,1326.0,3666.0,8.398735074315356,525604.3860107652,45977163.780088685,87.47484801077555,2347906961.9523005,4.34765622791252,2.32036193183414,5.3840794947050625,4.928102491914265,4.34765622791252,17.431023488767213,17.404795072863347,0.6846964200862434,3.3768118764579995,0.23206975217975562,1.1335078565492838,3.5370659432036957,4.009292035754292,4.336507139678379,24.28619417081159,1.8572991526672433,0.22169301031019215,2.653370344156503,25.0,4020.126617448743,8.562583205406307,23917.108196093115,1.0186565559738312e-05,1236763.4093179472,0.0005267514553854255,2771905.718882052,0.0011805858425400272,405336.07492336695,0.00017263719623128817
target,A,targetData/A.mat,SENSOR,6,96000,128000,32000,1.0,32000.0,600.0,,,,,,,0.013221464902151802,3.4300712710443424,11.765388924443752,3.4300967525097468,2.7224443205225164,13.627815685031994,26.839055520703127,0.01149817148847511,3.077758507192693,0.296759273727304,1.2599327474405102,3.9730120367773125,5.005727971111056,5.927203820331362,11.765563731577911,2.722450331538537,0.9999851424769651,1.2599299655804181,4177.618726355276,2722.5497670014142,0.7082429936053796,2.883289981511016,1326.0,3447.0,8.359423653574048,520607.1796031769,41783070.82586907,80.25834537609995,2223951131.1175413,4.277015387503836,2.2886875580705155,5.238090738466779,4.850871196332816,4.277015387503836,15.330116661193486,15.316651424270079,0.6908366821845658,3.351836818789314,0.22891340354386075,1.134172023440836,3.160281120798016,3.584302433417359,3.877781530874181,23.53095136341137,1.830903661190666,0.22260429073052973,2.6494409832455177,17.0,3997.7311134365364,8.53840933237654,113187.01886539526,5.089456206194535e-05,1072749.710798162,0.00048236208781220045,2959872.5978810126,0.001330907211254084,391586.05473299767,0.00017607673534455077
target,A,targetData/A.mat,SENSOR,7,112000,144000,32000,1.0,32000.0,600.0,,,,,,,-0.02181078092742408,3.436381421185131,11.80871727186634,3.4364506372172734,2.724861564830235,15.972800306906993,28.96941965859375,0.025422382769513686,3.1453144761788,0.2944467014594206,1.2611468713022023,4.648051723461173,5.861875888693867,6.943641751316471,11.809192982031005,2.72481997083198,0.9999597169624217,1.2611661225339628,4248.393364050129,2724.085190920145,0.6560086303641972,2.7923182574809564,1326.0,3600.0,8.396764697234374,505325.1739682734,36678068.57472765,72.58310186032898,2320300721.3577194,4.282550773424091,2.297317151675786,5.277666095383747,4.859825842799207,4.282550773424091,16.889637088378308,16.85944077859489,0.7263060939515784,3.5312064194037056,0.2280071252226632,1.134797016992179,3.475358507631224,3.943826467438304,4.26662867875428,23.617907222339024,1.8325987637116186,0.22346036190674254,2.65187663499044,77.0,4007.618861111541,8.560076370938535,70106.40951378645,3.0214363538517465e-05,773603.9754111347,0.0003334067727904087,3055366.5437567816,0.0013167976528356807,327856.80072262685,0.0001412992711267107
target,A,targetData/A.mat,SENSOR,8,128000,160000,32000,1.0,32000.0,600.0,,,,,,,-0.04301060914993237,3.4673860691280325,12.022766152383149,3.467652817812446,2.7509337822970092,15.972800306906993,29.109743044921874,0.023207826305573276,3.1714505119592338,0.291696615519235,1.260536636733212,4.606228231632302,5.806319443127353,6.870701701124301,12.024616064882597,2.7507598791058014,0.9998461562107708,1.2606163279288802,4145.569104332969,2711.397451047135,0.7334346702268757,2.9034583127936533,1326.0,3369.0,8.2959861573506,631983.3484219883,51241032.66661857,81.07971957578205,2293020276.6409836,4.314734122109684,2.330329254263662,5.430434433277035,4.9038112706113255,4.314734122109684,18.093667953884797,18.068616811973797,0.7756574763708703,3.741802680249934,0.2264758273696053,1.1365268709103247,3.6897153979641595,4.1934606957978495,4.5385809352540045,24.047364977774663,1.854404872937292,0.22582243161760193,2.6444124161752844,70.0,3943.6607806630177,8.511342390544907,15774.178726617367,6.879214670410487e-06,890840.2320692845,0.00038850080879976567,2921771.9006944336,0.0012742023829699842,361701.6560627291,0.00015774027807228172
target,A,targetData/A.mat,SENSOR,9,144000,176000,32000,1.0,32000.0,600.0,,,,,,,-0.017816232144489786,3.481496040983508,12.12081468338384,3.4815416271404347,2.7605919333260003,15.23894123854762,30.300599355468748,0.009009390018575914,3.118020690138476,0.2927903996999906,1.2611576470651438,4.377067078489631,5.520171617754286,6.543343122838527,12.121132101511666,2.7605919020202387,0.9999738128315765,1.2611576613669682,4217.666239830803,2750.1584495998673,0.7081032292186861,2.8366762178277107,1326.0,3436.0,8.337648441695457,593082.7951960289,49807265.613040306,83.98029080674603,2342625187.1386642,4.333645256429359,2.336976346622302,5.461458444672122,4.923610428663585,4.333645256429359,18.414740105608544,18.39400016564757,0.744854289129028,3.613988366499859,0.2261008156504891,1.1361360096004531,3.740088776805775,4.249249538431553,4.600026814642858,24.24193965324481,1.8656432322814553,0.2252896642262328,2.6390953765809804,9.0,3968.2189642176945,8.506659506907969,62524.91192171221,2.6690104872509104e-05,723145.5603146675,0.0003086902524077844,2532619.652157798,0.0010811032281485872,435916.7237920119,0.0001860804392376787
